SC,名称,株価
8616,東海東京フィナンシャル・ホールディングス,620
8617,光世証券,156
8622,水戸証券,319
8624,いちよし証券,1038
8628,松井証券,846
8630,SOMPOホールディングス,4327
8685,アメリカン・インターナショナル・グループ・インク,6750
8686,アフラック・インコーポレーテッド,9020
8692,だいこう証券ビジネス,661
8697,日本取引所グループ,1861
8698,マネックスグループ,285
8699,澤田ホールディングス,1008
8700,丸八証券,121
8703,カブドットコム証券,326
8704,トレイダーズホールディングス,178
8705,岡藤ホールディングス,180
8706,極東証券,1503
8707,岩井コスモホールディングス,1296
8708,藍澤證券,766
8709,インヴァスト証券,1265
8713,フィデアホールディングス,193
8714,池田泉州ホールディングス,411
8715,アニコムホールディングス,3280
8725,MS＆ADインシュアランスグループホールディングス,3591
8729,ソニーフィナンシャルホールディングス,1755
8732,マネーパートナーズグループ,459
8737,あかつき本社,463
8739,スパークス・グループ,202
8740,フジトミ,283
8742,小林洋行,276
8746,第一商品,227
8747,豊商事,357
8750,第一生命ホールディングス,1832.5
8766,東京海上ホールディングス,4415
8769,アドバンテッジリスクマネジメント,1169
8771,イー・ギャランティ,3075
8772,アサックス,1731
8783,GFA,846
8787,UCS,1509
8789,フィンテックグローバル,112
8793,NECキャピタルソリューション,2081
8795,T＆Dホールディングス,1521.5
8798,アドバンスクリエイト,1940
8801,三井不動産,2332.5
8802,三菱地所,1888
8803,平和不動産,1905
8804,東京建物,1357
8806,ダイビル,1145
8818,京阪神ビルディング,697
8830,住友不動産,3372
8835,太平洋興発,102
8836,RISE,37
8840,大京,216
8841,テーオーシー,1002
8842,東京楽天地,5530
8844,コスモスイニシア,411
8848,レオパレス21,802
8850,スターツコーポレーション,2794
8851,アーバンライフ,99
8854,日住サービス,2475
8860,フジ住宅,805
8864,空港施設,587
8869,明和地所,918
8871,ゴールドクレスト,2508
8876,リログループ,2680
8877,日本エスリード,2017
8881,日神不動産,697
8885,ラ・アトレ,647
8886,ウッドフレンズ,2588
8887,リベレステ,880
8889,アパマンショップホールディングス,777
8890,レーサム,946
8891,エムジーホーム,872
8892,日本エスコン,471
8893,新日本建物,230
8894,原弘産,26
8897,タカラレーベン,528
8898,センチュリー21・ジャパン,1371
8903,サンウッド,554
8904,サンヨーハウジング名古屋,1040
8905,イオンモール,2004
8908,毎日コムネット,776
8909,シノケングループ,2424
8912,エリアクエスト,148
8914,エリアリンク,2155
8917,ファースト住建,1665
8918,ランド,16
8920,東祥,5570
8922,日本アセットマーケティング,122
8923,トーセイ,916
8925,アルデプロ,120
8927,明豊エンタープライズ,337
8928,穴吹興産,2968
8929,青山財産ネットワークス,1330
8931,和田興産,831
8933,エヌ・ティ・ティ都市開発,1078
8934,サンフロンティア不動産,1131
8935,エフ・ジェー・ネクスト,954
8938,LCホールディングス,1377
8940,インテリックス,895
8944,ランドビジネス,302
8945,日本社宅サービス,781
8946,ASIANSTAR,150
8995,誠建設工業,725
8996,ハウスフリーダム,498
8999,グランディハウス,424
9001,東武鉄道,618
9003,相鉄ホールディングス,539
9005,東京急行電鉄,1575
9006,京浜急行電鉄,1141
9007,小田急電鉄,2106
9008,京王電鉄,920
9009,京成電鉄,3030
9010,富士急行,1184
9012,秩父鉄道,254
9014,新京成電鉄,415
9017,新潟交通,198
9020,東日本旅客鉄道,10090
9021,西日本旅客鉄道,7816
9022,東海旅客鉄道,19020
9024,西武ホールディングス,1823
9025,鴻池運輸,1630
9027,ロジネットジャパン,850
9028,ゼロ,1651
9029,ヒガシトゥエンティワン,385
9031,西日本鉄道,533
9033,広島電鉄,1086
9034,南総通運,1100
9035,第一交通産業,893
9036,東部ネットワーク,1095
9037,ハマキョウレックス,2954
9039,サカイ引越センター,5800
9040,大宝運輸,3850
9041,近鉄グループホールディングス,423
9042,阪急阪神ホールディングス,4175
9044,南海電気鉄道,555
9045,京阪ホールディングス,662
9046,神戸電鉄,412
9048,名古屋鉄道,492
9049,京福電気鉄道,290
9051,センコン物流,732
9052,山陽電気鉄道,584
9055,アルプス物流,880
9057,遠州トラック,1519
9058,トランコム,5870
9059,カンダホールディングス,970
9060,日本ロジテム,333
9062,日本通運,740
9063,岡山県貨物運送,290
9064,ヤマトホールディングス,2224.5
9065,山九,882
9066,日新,590
9067,丸運,308
9068,丸全昭和運輸,515
9069,センコーグループホールディングス,792
9070,トナミホールディングス,536
9072,ニッコンホールディングス,2615
9073,京極運輸商事,408
9074,日本石油輸送,2863
9075,福山通運,668
9076,セイノーホールディングス,1486
9077,名鉄運輸,490
9078,エスライン,1118
9081,神奈川中央交通,732
9082,大和自動車交通,517
9083,神姫バス,880
9085,北海道中央バス,560
9086,日立物流,2505
9087,タカセ,198
9090,丸和運輸機関,4655
9099,C＆Fロジホールディングス,1350
9101,日本郵船,224
9104,商船三井,339
9107,川崎汽船,290
9110,NSユナイテッド海運,236
9115,明治海運,394
9119,飯野海運,502
9127,玉井商船,101
9130,共栄タンカー,228
9133,東栄リーファーライン,415
9142,九州旅客鉄道,3275
9171,栗林商船,467
9173,東海汽船,2095
9176,佐渡汽船,246
9179,川崎近海汽船,343
9193,東京汽船,760
9201,日本航空,3761
9202,ANAホールディングス,419.8
9206,スターフライヤー,4200
9232,パスコ,344
9233,アジア航測,910
9301,三菱倉庫,1372
9302,三井倉庫ホールディングス,337
9303,住友倉庫,736
9304,澁澤倉庫,397
9305,ヤマタネ,1819
9306,東陽倉庫,307
9307,杉村倉庫,634
9308,乾汽船,740
9310,日本トランスシティ,481
9311,アサガミ,459
9312,ケイヒン,165
9313,丸八倉庫,833
9318,アジア開発キャピタル,15
9319,中央倉庫,1122
9322,川西倉庫,2226
9324,安田倉庫,821
9325,ファイズ,5590
9351,東洋埠頭,193
9353,櫻島埠頭,265
9355,リンコーコーポレーション,189
9357,名港海運,1130
9358,宇徳,506
9359,伊勢湾海運,651
9360,鈴与シンワート,189
9361,伏木海陸運送,1364
9362,兵機海運,171
9363,大運,47
9364,上組,1272
9365,トレーディア,155
9366,サンリツ,774
9367,大東港運,436
9368,キムラユニティー,1181
9369,キユーソー流通システム,2985
9370,郵船ロジスティクス,1001
9375,近鉄エクスプレス,1705
9376,ユーラシア旅行社,574
9377,エージーピー,834
9380,東海運,404
9381,エーアイテイー,1109
9384,内外トランスライン,1520
9385,ショーエイコーポレーション,503
9386,日本コンセプト,1199
9399,新華ホールディングス,
9401,東京放送ホールディングス,2122
9402,中部日本放送,813
9404,日本テレビホールディングス,1913
9405,朝日放送,859
9407,RKB毎日放送,5160
9408,新潟放送,874
9409,テレビ朝日ホールディングス,2135
9412,スカパーJSATホールディングス,504
9413,テレビ東京ホールディングス,2355
9414,日本BS放送,1265
9416,ビジョン,2477
9417,スマートバリュー,2223
9418,U-NEXT,1056
9419,ワイヤレスゲート,1346
9421,エヌジェイホールディングス,3880
9422,コネクシオ,1933
9423,フォーバル・リアルストレート,107
9424,日本通信,136
9425,日本テレホン,435
9428,クロップス,804
9432,日本電信電話,5127
9433,KDDI,2936
9435,光通信,13830
9436,沖縄セルラー電話,3840
9437,NTTドコモ,2539.5
9438,エムティーアイ,707
9439,エム・エイチ・グループ,264
9441,ベルパーク,3295
9444,トーシン,629
9445,フォーバルテレコム,399
9446,エスケーアイ,681
9449,GMOインターネット,1460
9466,アイドママーケティングコミュニケーション,646
9467,アルファポリス,1138
9468,カドカワ,1340
9470,学研ホールディングス,3210
9471,文溪堂,922
9474,ゼンリン,3410
9475,昭文社,746
9476,中央経済社ホールディングス,499
9478,SEホールディングス・アンド・インキュベーションズ,250
9479,インプレスホールディングス,151
9501,東京電力ホールディングス,451
9502,中部電力,1415.5
9503,関西電力,1519.5
9504,中国電力,1229
9505,北陸電力,1006
9506,東北電力,1493
9507,四国電力,1395
9508,九州電力,1226
9509,北海道電力,813
9511,沖縄電力,2468
9513,電源開発,2896
9514,エフオン,1359
9517,イーレックス,1023
9519,レノバ,1169
9531,東京瓦斯,555.1
9532,大阪瓦斯,420.6
9533,東邦瓦斯,681
9534,北海道瓦斯,278
9535,広島ガス,351
9536,西部瓦斯,274
9537,北陸瓦斯,2870
9539,京葉瓦斯,554
9543,静岡ガス,882
9551,メタウォーター,3040
9600,アイネット,1451
9601,松竹,15880
9602,東宝,3930
9603,エイチ・アイ・エス,3460
9605,東映,1291
9610,ウィルソン・ラーニングワールドワイド,351
9612,ラックランド,2052
9613,エヌ・ティ・ティ・データ,1183
9616,共立メンテナンス,3135
9619,イチネンホールディングス,1470
9621,建設技術研究所,1016
9622,スペース,1591
9624,長大,915
9625,セレスポ,1315
9627,アインホールディングス,7950
9628,燦ホールディングス,2480
9629,ピー・シー・エー,1563
9631,東急レクリエーション,842
9632,スバル興業,6370
9633,東京テアトル,154
9635,武蔵野興業,282
9636,きんえい,3275
9637,オーエス,3465
9639,三協フロンテア,1400
9640,セゾン情報システムズ,1604
9641,サコス,361
9643,中日本興業,10150
9644,タナベ経営,1414
9647,協和コンサルタンツ,2030
9651,日本プロセス,1294
9656,グリーンランドリゾート,420
9658,ビジネスブレイン太田昭和,1429
9661,歌舞伎座,5560
9663,ナガワ,4095
9664,御園座,689
9671,よみうりランド,488
9672,東京都競馬,3350
9674,花月園観光,99
9675,常磐興産,1812
9678,カナモト,3370
9679,ホウライ,2378
9681,東京ドーム,1001
9682,DTS,3090
9684,スクウェア・エニックス・ホールディングス,3895
9685,KYCOMホールディングス,314
9686,東洋テック,1132
9687,KSK,1435
9691,両毛システムズ,1183
9692,シーイーシー,2675
9695,鴨川グランドホテル,340
9696,ウィザス,395
9697,カプコン,2698
9698,クレオ,508
9699,西尾レントオール,3680
9701,東京會舘,3440
9702,アイ・エス・ビー,1276
9704,アゴーラ・ホスピタリティー・グループ,35
9706,日本空港ビルデング,3765
9707,ユニマットリタイアメント・コミュニティ,1270
9708,帝国ホテル,2100
9709,NCS＆A,409
9713,ロイヤルホテル,201
9715,トランス・コスモス,2463
9716,乃村工藝社,2497
9717,ジャステック,1338
9719,SCSK,4560
9720,ホテル、ニューグランド,2999
9722,藤田観光,3460
9723,京都ホテル,770
9726,KNT-CTホールディングス,217
9728,日本管財,2038
9729,トーカイ,4835
9731,白洋舎,3220
9733,ナガセ,4400
9734,精養軒,906
9735,セコム,8158
9739,日本システムウエア,2106
9740,セントラル警備保障,2068
9742,アイネス,996
9743,丹青社,1409
9744,メイテック,5340
9746,TKC,3255
9747,アサツーディ・ケイ,3040
9749,富士ソフト,3250
9753,アイエックス・ナレッジ,393
9755,応用地質,1619
9757,船井総研ホールディングス,3420
9758,ジャパンシステム,455
9759,NSD,2024
9760,進学会,538
9761,東海リース,214
9763,丸紅建材リース,223
9764,技研興業,500
9765,オオバ,511
9766,コナミホールディングス,5520
9767,日建工学,178
9768,いであ,1047
9769,学究社,1546
9776,札幌臨床検査センター,1451
9778,昴,4265
9780,ハリマビステム,460
9782,ディーエムエス,1300
9783,ベネッセホールディングス,3865
9787,イオンディライト,3940
9788,ナック,957
9790,福井コンピュータホールディングス,2793
9791,ビケンテクノ,783
9792,ニチイ学館,1184
9793,ダイセキ,2774
9795,ステップ,1483
9797,大日本コンサルタント,522
9799,旭情報サービス,1010
9810,日鉄住金物産,6060
9812,テーオーホールディングス,857
9816,ストライダーズ,63
9818,大丸エナウィン,803
9820,エムティジェネックス,224
9823,マミーマート,2305
9824,泉州電業,2289
9826,JEUGIA,161
9827,リリカラ,145
9828,元気寿司,2495
9829,ながの東急百貨店,203
9830,トラスコ中山,2697
9831,ヤマダ電機,595
9832,オートバックスセブン,1864
9835,ジュンテンドー,597
9836,リーバイ・ストラウスジャパン,300
9837,モリト,1010
9842,アークランドサカモト,1587
9843,ニトリホールディングス,18000
9845,パーカーコーポレーション,638
9846,天満屋ストア,1115
9849,共同紙販ホールディングス,422
9850,グルメ杵屋,1160
9852,CBグループマネジメント,742
9853,銀座ルノアール,890
9854,愛眼,264
9856,ケーユーホールディングス,937
9857,英和,874
9861,吉野家ホールディングス,1881
9867,ソレキア,3970
9869,加藤産業,3325
9872,北恵,779
9873,日本KFCホールディングス,2035
9876,コックス,260
9878,セキド,85
9880,イノテック,949
9882,イエローハット,3085
9885,シャルレ,493
9887,松屋フーズ,4310
9888,UEX,665
9889,JBCCホールディングス,1035
9890,マキヤ,673
9895,コンセック,234
9896,JKホールディングス,806
9899,ジョリーパスタ,1647
9900,サガミチェーン,1398
9902,日伝,4510
9903,カンセキ,770
9904,ベリテ,200
9906,藤井産業,1460
9908,日本電計,1624
9909,愛光電気,2930
9913,日邦産業,376
9914,植松商会,420
9919,関西スーパーマーケット,1430
9924,ドミー,491
9927,ワットマン,144
9928,ミロク情報サービス,2720
9929,平和紙業,469
9930,北沢産業,211
9932,杉本商事,1684
9934,因幡電機産業,4500
9936,王将フードサービス,4440
9941,太洋物産,951
9942,ジョイフル,1198
9943,ココスジャパン,2280
9945,プレナス,2445
9946,ミニストップ,2161
9948,アークス,2480
9950,ハチバン,3455
9955,ヨンキュウ,1420
9956,バローホールディングス,2363
9957,バイテックホールディングス,1724
9959,アシードホールディングス,704
9960,東テク,2022
9962,ミスミグループ本社,3000
9964,アイ・テック,1463
9966,藤久,1725
9967,堺商事,320
9969,ショクブン,505
9972,アルテック,228
9973,小僧寿し,84
9974,ベルク,5590
9976,セキチュー,700
9977,アオキスーパー,1306
9978,文教堂グループホールディングス,577
9979,大庄,1695
9980,マルコ,400
9982,タキヒヨー,2292
9983,ファーストリテイリング,32150
9984,ソフトバンクグループ,8587
9986,蔵王産業,1554
9987,スズケン,3965
9989,サンドラッグ,4700
9990,サックスバーホールディングス,1292
9991,ジェコス,1212
9992,理研グリーン,364
9993,ヤマザワ,1723
9994,やまや,1618
9995,ルネサスイーストン,659
9996,サトー商会,1346
9997,ベルーナ,1025
